,molregno_F,assay_F,value_F,molregno_H,assay_H,value_H
386236,1356414,832302,170.22,1356277.0,832302,110.2
386240,1356414,832300,,1356277.0,832300,5.66
386241,1356495,830943,43.85,1356486.0,830943,38.41
386244,1356495,830944,10.5,1356486.0,830944,28.98
386245,1356496,830943,24.86,1356486.0,830943,38.41
386248,1356496,830944,7.67,1356486.0,830944,28.98
386249,1356507,830943,7.38,1356504.0,830943,14.27
386252,1356507,830944,3.83,1356504.0,830944,7.72
386253,1356710,831527,110.0,1356699.0,831527,121.0
386256,1356710,831528,125.0,1356699.0,831528,116.0
386257,1356740,832407,1.59,1356630.0,832407,0.79
386260,1356740,832406,2.68,1356630.0,832406,0.57
386261,1356747,832407,1.09,1356745.0,832407,0.85
386264,1356747,832406,5.15,1356745.0,832406,2.11
386265,1356778,832415,144.0,1356777.0,832415,184.0
386270,1356778,832416,131.0,1356777.0,832416,381.0
386275,1356778,855116,131.0,1356777.0,855116,381.0
386280,1356778,855115,144.0,1356777.0,855115,184.0
386282,1356836,831557,12500.0,1356835.0,831557,
386283,1356836,831558,480.0,1356835.0,831558,127.0
386285,1356840,831557,12200.0,1356839.0,831557,3790.0
386288,1356840,831558,41.0,1356839.0,831558,18.0
386289,1356843,831557,12500.0,1356839.0,831557,3790.0
386292,1356843,831558,55.0,1356839.0,831558,18.0
386293,1356844,831557,3180.0,1356839.0,831557,3790.0
386296,1356844,831558,59.0,1356839.0,831558,18.0
386297,1356846,831557,4780.0,1356839.0,831557,3790.0
386300,1356846,831558,7.0,1356839.0,831558,18.0
386301,1356885,832436,0.053,1356882.0,832436,0.042
386304,1356885,832437,1.6,1356882.0,832437,0.71
386305,1356887,832436,0.111,1356882.0,832436,0.042
386308,1356887,832437,0.6,1356882.0,832437,0.71
386309,1357373,832552,25.0,1357371.0,832552,25.0
386310,1357376,832552,25.0,1357375.0,832552,25.0
386311,1357479,831831,16.5,1357476.0,831831,21.1
386318,1357479,831832,5.24,1357476.0,831832,7.37
386325,1357479,831833,0.51,1357476.0,831833,0.82
386332,1357479,831834,20.95,1357476.0,831834,31.97
386339,1357479,831835,21.58,1357476.0,831835,27.14
386346,1357479,831836,3.7,1357476.0,831836,3.25
386347,1357545,832747,,1357544.0,832747,2296.0
386348,1357563,832747,107.0,1357562.0,832747,138.0
386349,1357564,832747,42.0,1357561.0,832747,44.0
386350,1357637,831883,38.9,1357634.0,831883,1.0
386355,1357637,831884,30.1,1357634.0,831884,1.0
386360,1357637,831885,39.9,1357634.0,831885,1.0
386365,1357637,831886,100.0,1357634.0,831886,100.0
386366,1357640,831883,100.0,1357634.0,831883,1.0
386371,1357640,831884,71.1,1357634.0,831884,1.0
386376,1357640,831885,88.1,1357634.0,831885,1.0
386381,1357640,831886,100.0,1357634.0,831886,100.0
386382,1357643,831883,90.7,1357634.0,831883,1.0
386387,1357643,831884,100.0,1357634.0,831884,1.0
386392,1357643,831885,83.3,1357634.0,831885,1.0
386397,1357643,831886,100.0,1357634.0,831886,100.0
386398,1357641,831883,16.39,1357635.0,831883,14.56
386403,1357641,831884,100.0,1357635.0,831884,1.0
386408,1357641,831885,27.6,1357635.0,831885,51.86
386413,1357641,831886,100.0,1357635.0,831886,100.0
386414,1357642,831883,2.65,1357636.0,831883,1.0
386419,1357642,831884,100.0,1357636.0,831884,1.0
386424,1357642,831885,36.3,1357636.0,831885,1.0
386429,1357642,831886,100.0,1357636.0,831886,100.0
386430,1357644,831883,49.9,1357638.0,831883,18.39
386435,1357644,831884,85.2,1357638.0,831884,3.03
386440,1357644,831885,38.75,1357638.0,831885,1.0
386445,1357644,831886,100.0,1357638.0,831886,100.0
386446,1357645,831883,93.2,1357639.0,831883,39.2
386451,1357645,831884,95.2,1357639.0,831884,30.7
386456,1357645,831885,86.2,1357639.0,831885,42.8
386461,1357645,831886,100.0,1357639.0,831886,100.0
386480,1357738,833377,10.0,1357736.0,833377,10.0
386487,1357738,833167,10000.0,1357736.0,833167,10000.0
386494,1357738,833166,219.0,1357736.0,833166,2870.0
386501,1357738,833165,30.0,1357736.0,833165,158.0
386508,1357738,833164,10000.0,1357736.0,833164,10000.0
386515,1357738,833430,41.0,1357736.0,833430,665.0
386516,1357740,833383,40.0,1357737.0,833383,40.0
386537,1357740,833377,10.0,1357737.0,833377,10.0
386556,1357740,833167,10000.0,1357737.0,833167,10000.0
386575,1357740,833166,855.0,1357737.0,833166,1395.0
386594,1357740,833165,82.0,1357737.0,833165,99.0
386613,1357740,833164,10000.0,1357737.0,833164,10000.0
386636,1357740,833430,16.0,1357737.0,833430,76.0
386645,1357741,833377,10.0,1357737.0,833377,10.0
386664,1357741,833167,10000.0,1357737.0,833167,10000.0
386683,1357741,833166,1060.0,1357737.0,833166,1395.0
386702,1357741,833165,290.0,1357737.0,833165,99.0
386721,1357741,833164,10000.0,1357737.0,833164,10000.0
386744,1357741,833430,289.0,1357737.0,833430,76.0
386751,1357758,833377,10.0,1357826.0,833377,10.0
386759,1357758,833167,10000.0,1357826.0,833167,10000.0
386767,1357758,833166,8450.0,1357826.0,833166,779.0
386775,1357758,833165,567.0,1357826.0,833165,82.0
386783,1357758,833164,10000.0,1357826.0,833164,10000.0
386791,1357758,833430,125.0,1357826.0,833430,62.0
386792,1357759,833383,40.0,1357826.0,833383,40.0
386800,1357759,833377,10.0,1357826.0,833377,10.0
386808,1357759,833167,10000.0,1357826.0,833167,10000.0
386816,1357759,833166,854.0,1357826.0,833166,779.0
386824,1357759,833165,46.0,1357826.0,833165,82.0
386832,1357759,833164,10000.0,1357826.0,833164,10000.0
386840,1357759,833430,26.0,1357826.0,833430,62.0
386842,1357760,833377,10.0,1357826.0,833377,10.0
386850,1357760,833167,10000.0,1357826.0,833167,10000.0
386858,1357760,833166,9040.0,1357826.0,833166,779.0
386866,1357760,833165,126.0,1357826.0,833165,82.0
386874,1357760,833164,10000.0,1357826.0,833164,10000.0
386882,1357760,833430,49.0,1357826.0,833430,62.0
386884,1357761,833377,10.0,1357826.0,833377,10.0
386892,1357761,833167,10000.0,1357826.0,833167,10000.0
386900,1357761,833166,2555.0,1357826.0,833166,779.0
386908,1357761,833165,373.0,1357826.0,833165,82.0
386916,1357761,833164,10000.0,1357826.0,833164,10000.0
386924,1357761,833430,88.0,1357826.0,833430,62.0
386931,1357825,833377,10.0,1357819.0,833377,10.0
386938,1357825,833167,10000.0,1357819.0,833167,10000.0
386945,1357825,833166,151.0,1357819.0,833166,373.0
386952,1357825,833165,8.0,1357819.0,833165,19.0
386959,1357825,833164,10000.0,1357819.0,833164,7754.0
386966,1357825,833430,6.0,1357819.0,833430,13.0
386967,1357838,833431,1.6,1357851.0,833431,4.3
386970,1357838,833432,3.8,1357851.0,833432,4.7
386971,1357849,833431,1.98,1357854.0,833431,4.6
386974,1357849,833432,3.5,1357854.0,833432,4.2
387196,1357941,833715,100.0,1357942.0,833715,100.0
387203,1357941,833716,30.0,1357942.0,833716,100.0
387210,1357941,833717,20.0,1357942.0,833717,100.0
387217,1357941,833719,100.0,1357942.0,833719,100.0
387224,1357941,833720,0.022,1357942.0,833720,0.039
387231,1357941,833721,0.002,1357942.0,833721,0.005
387232,1357944,833715,100.0,1357943.0,833715,100.0
387239,1357944,833716,5.0,1357943.0,833716,100.0
387246,1357944,833717,100.0,1357943.0,833717,100.0
387253,1357944,833719,100.0,1357943.0,833719,100.0
387260,1357944,833720,0.185,1357943.0,833720,0.005
387267,1357944,833721,0.002,1357943.0,833721,0.005
387283,1357979,831960,6.9,1355683.0,831960,7.1
387292,1357979,831961,4.7,1355683.0,831961,5.3
387301,1357979,831962,4.7,1355683.0,831962,5.4
387317,1357980,831960,7.6,1355685.0,831960,7.6
387328,1357980,831961,5.1,1355685.0,831961,5.8
387339,1357980,831962,5.0,1355685.0,831962,5.6
387392,1358139,831345,24.1,1358138.0,831345,7.6
387400,1358139,831346,1082.0,1358138.0,831346,367.0
387408,1358139,831347,384.0,1358138.0,831347,80.8
387416,1358139,831348,582.0,1358138.0,831348,58.0
387424,1358139,831349,29.4,1358138.0,831349,2.2
387432,1358139,831350,115.0,1358138.0,831350,13.2
387440,1358139,831359,2.7,1358138.0,831359,1.6
387441,1358145,831345,1799.0,1358142.0,831345,22.7
387449,1358145,831346,10000.0,1358142.0,831346,1223.0
387457,1358145,831347,10000.0,1358142.0,831347,295.0
387465,1358145,831348,10000.0,1358142.0,831348,201.0
387473,1358145,831349,10000.0,1358142.0,831349,3.2
387481,1358145,831350,10000.0,1358142.0,831350,53.1
387483,1359483,835320,1.8,1359479.0,835320,14.0
387486,1359483,835321,1.0,1359479.0,835321,1.0
387488,1359799,834527,382.0,1359793.0,834527,107.0
387489,1359808,834527,150.0,1359807.0,834527,128.0
387490,1359854,835519,331.0,1359853.0,835519,551.0
387493,1359854,835520,718.0,1359853.0,835520,4500.0
387494,1360269,834891,1.4,588078.0,834891,0.15
387498,1360275,834891,0.23,1360274.0,834891,0.22
387499,1360280,834891,0.19,1360274.0,834891,0.22
387509,1360277,834891,0.13,1360272.0,834891,0.42
387539,1360278,834891,0.11,1360272.0,834891,0.42
387542,1360279,834891,0.1,1360272.0,834891,0.42
387572,1360292,834929,6.6,1360283.0,834929,9.0
387579,1360292,834928,20.0,1360283.0,834928,20.0
387586,1360292,834927,7.2,1360283.0,834927,9.9
387593,1360292,834926,13.0,1360283.0,834926,17.0
387600,1360292,834925,1.1,1360283.0,834925,0.4
387607,1360292,834924,2.7,1360283.0,834924,0.46
387608,1360294,834929,5.6,1360283.0,834929,9.0
387615,1360294,834928,16.0,1360283.0,834928,20.0
387622,1360294,834927,9.5,1360283.0,834927,9.9
387629,1360294,834926,17.0,1360283.0,834926,17.0
387636,1360294,834925,3.4,1360283.0,834925,0.4
387643,1360294,834924,0.16,1360283.0,834924,0.46
387645,1360367,835662,1300.0,1360366.0,835662,
387646,1360369,835662,800.0,1360368.0,835662,
387647,1360371,835662,430.0,1360370.0,835662,530.0
387648,1360375,835662,17.0,1360374.0,835662,50.0
387652,1360468,835662,439.0,1360374.0,835662,50.0
387656,1360782,835769,13.1,1360790.0,835769,13.1
387665,1360782,835770,11.8,1360790.0,835770,4.3
387674,1360782,835771,1000.0,1360790.0,835771,1240.0
387683,1360782,835772,1000.0,1360790.0,835772,10000.0
387692,1360782,835773,1000.0,1360790.0,835773,1680.0
387701,1360782,835774,462.0,1360790.0,835774,435.0
387704,1360784,835769,45.9,1360785.0,835769,47.6
387711,1360784,835770,13.2,1360785.0,835770,15.8
387718,1360784,835771,7260.0,1360785.0,835771,5000.0
387725,1360784,835772,10000.0,1360785.0,835772,10000.0
387732,1360784,835773,34100.0,1360785.0,835773,3410.0
387739,1360784,835774,1150.0,1360785.0,835774,1570.0
387740,1360802,835769,3.35,1360801.0,835769,5.13
387747,1360802,835770,522.0,1360801.0,835770,95.9
387754,1360802,835771,1000.0,1360801.0,835771,10000.0
387761,1360802,835772,1000.0,1360801.0,835772,10000.0
387768,1360802,835773,1000.0,1360801.0,835773,1110.0
387775,1360802,835774,1000.0,1360801.0,835774,349.0
387776,1360811,835769,3.55,1360798.0,835769,3.3
387783,1360811,835770,1150.0,1360798.0,835770,172.0
387790,1360811,835771,1000.0,1360798.0,835771,10000.0
387797,1360811,835772,1000.0,1360798.0,835772,176.0
387804,1360811,835773,1000.0,1360798.0,835773,3670.0
387811,1360811,835774,1000.0,1360798.0,835774,1980.0
387824,1360851,834716,0.02,1360849.0,834716,0.01
387825,1360854,834716,0.006,1360849.0,834716,0.01
387826,1360858,834716,0.01,1360849.0,834716,0.01
387827,1360860,834716,0.02,1360849.0,834716,0.01
387828,1360862,834716,0.03,1360849.0,834716,0.01
387829,1361041,834864,5000.0,1361040.0,834864,2061.0
387832,1361041,834865,82.0,1361040.0,834865,121.0
387853,1361090,864171,1.09,1431490.0,864171,1.44
387858,1361090,864177,1.31,1431490.0,864177,2.26
387863,1361090,864176,10.0,1431490.0,864176,10.0
387868,1361090,864175,0.015,1431490.0,864175,0.015
387873,1361202,834864,1042.0,1361199.0,834864,1107.0
387876,1361202,834865,15.0,1361199.0,834865,29.0
387878,1361299,835140,43.87,1361295.0,835140,34.13
387883,1361299,835141,23.87,1361295.0,835141,24.13
387888,1361299,835139,19.87,1361295.0,835139,20.7
387893,1361299,835142,26.62,1361295.0,835142,22.14
387894,1361351,835006,329.0,1361352.0,835006,12000.0
387898,1361351,835007,29.0,1361352.0,835007,294.0
387902,1361351,835008,,1361352.0,835008,
387903,1361375,835140,33.32,1361301.0,835140,36.41
387908,1361375,835141,23.32,1361301.0,835141,16.41
387913,1361375,835139,18.87,1361301.0,835139,16.58
387918,1361375,835142,26.24,1361301.0,835142,26.24
387919,1361488,834233,0.22,1361485.0,834233,1.93
387927,1361665,835270,5.5,1361662.0,835270,6.4
387929,1361751,835270,5.9,1361750.0,835270,5.2
387932,1361751,835269,5.7,1361750.0,835269,5.6
387933,1361776,835300,0.079,1361773.0,835300,0.029
387940,1361776,835302,2.18,1361773.0,835302,2.62
387947,1361776,835304,10.1,1361773.0,835304,1.51
387948,1363781,50182,140.0,1363780.0,50182,2.6
387951,1363781,47674,92.0,1363780.0,47674,54.0
387952,1363833,50182,170.0,1363834.0,50182,21.0
387955,1363833,47674,200.0,1363834.0,47674,145.0
387956,1364125,841030,29.0,1364130.0,841030,43.0
387957,1364129,841030,3.8,1364131.0,841030,45.0
387958,1364135,841030,2.3,1367068.0,841030,0.12
387964,1364135,841032,80.0,1367068.0,841032,4.9
387971,1364135,841034,8.9,1367068.0,841034,0.43
387973,1364547,841030,0.19,1367068.0,841030,0.12
387979,1364547,841032,2.4,1367068.0,841032,4.9
387985,1364547,841033,80.0,1367068.0,841033,80.0
387991,1364547,841034,0.051,1367068.0,841034,0.43
387993,1364155,841030,13.0,1367070.0,841030,0.12
387998,1364155,841032,20.0,1367070.0,841032,3.7
388003,1364155,841033,80.0,1367070.0,841033,80.0
388008,1364155,841034,16.0,1367070.0,841034,0.42
388009,1364159,841030,0.046,1367070.0,841030,0.12
388014,1364159,841032,6.7,1367070.0,841032,3.7
388019,1364159,841033,290.0,1367070.0,841033,80.0
388024,1364159,841034,0.32,1367070.0,841034,0.42
388031,1364160,841033,,1367070.0,841033,80.0
388033,1364160,841030,0.054,1367070.0,841030,0.12
388038,1364160,841032,4.1,1367070.0,841032,3.7
388044,1364160,841034,0.33,1367070.0,841034,0.42
388045,1364161,841030,0.07,1367070.0,841030,0.12
388050,1364161,841032,9.8,1367070.0,841032,3.7
388055,1364161,841033,80.0,1367070.0,841033,80.0
388060,1364161,841034,0.5,1367070.0,841034,0.42
388065,1364163,841030,0.11,1364165.0,841030,0.07
388070,1364163,841032,8.3,1364165.0,841032,5.1
388075,1364163,841033,80.0,1364165.0,841033,270.0
388080,1364163,841034,0.34,1364165.0,841034,0.23
388081,1364179,841030,0.041,1364178.0,841030,0.037
388087,1364179,841032,5.4,1364178.0,841032,4.1
388093,1364179,841033,80.0,1364178.0,841033,80.0
388099,1364179,841034,0.31,1364178.0,841034,0.3
388105,1364179,841042,0.81,1364178.0,841042,0.36
388106,1364185,841030,0.052,1364183.0,841030,0.025
388112,1364185,841032,5.9,1364183.0,841032,1.7
388118,1364185,841033,80.0,1364183.0,841033,72.0
388124,1364185,841034,0.25,1364183.0,841034,0.34
388126,1364244,842192,93.0,1364241.0,842192,320.0
388127,1364252,842192,74.0,1364249.0,842192,298.0
388128,1364260,842192,100.0,1364257.0,842192,311.0
388129,1364412,841300,62.0,1364409.0,841300,161.0
388137,1364412,841301,5.0,1364409.0,841301,5.0
388145,1364412,841302,7.0,1364409.0,841302,3.0
388153,1364412,841303,10.0,1364409.0,841303,10.0
388161,1364412,841304,38.0,1364409.0,841304,17.0
388169,1364412,841307,4.0,1364409.0,841307,3.0
388177,1364412,841530,3.0,1364409.0,841530,6.0
388178,1364413,841300,66.0,1364409.0,841300,161.0
388186,1364413,841301,8.0,1364409.0,841301,5.0
388194,1364413,841302,6.0,1364409.0,841302,3.0
388202,1364413,841303,10.0,1364409.0,841303,10.0
388210,1364413,841304,46.0,1364409.0,841304,17.0
388218,1364413,841307,6.0,1364409.0,841307,3.0
388226,1364413,841530,4.0,1364409.0,841530,6.0
388227,1364415,841300,25.0,1364414.0,841300,166.0
388235,1364415,841301,13.0,1364414.0,841301,12.0
388243,1364415,841302,6.0,1364414.0,841302,20.0
388251,1364415,841303,20.0,1364414.0,841303,235.0
388259,1364415,841304,17.0,1364414.0,841304,154.0
388267,1364415,841307,23.0,1364414.0,841307,25.0
388275,1364415,841530,7.0,1364414.0,841530,16.0
388276,1364665,841710,6.6,1364664.0,841710,4.4
388279,1364665,841711,1.7,1364664.0,841711,3.3
388280,1365164,842608,2.0,1365163.0,842608,16.0
388284,1365164,842609,48.0,1365163.0,842609,30.0
388289,1365407,842608,49.0,1365163.0,842608,16.0
388293,1365407,842609,516.0,1365163.0,842609,30.0
388295,1365408,842608,6.2,1365163.0,842608,16.0
388299,1365408,842609,116.0,1365163.0,842609,30.0
388304,1365166,842608,3.0,1365165.0,842608,27.0
388307,1365166,842609,115.0,1365165.0,842609,42.0
388308,1365409,842608,6.7,1365165.0,842608,27.0
388311,1365409,842609,467.0,1365165.0,842609,42.0
388312,1365168,842608,6.7,1365167.0,842608,26.0
388315,1365168,842609,213.0,1365167.0,842609,25.0
388316,1365410,842608,10.0,1365167.0,842608,26.0
388319,1365410,842609,1466.0,1365167.0,842609,25.0
388320,1365170,842608,0.64,1365169.0,842608,12.0
388323,1365170,842609,117.0,1365169.0,842609,232.0
388324,1365172,842608,1.9,1365171.0,842608,20.0
388327,1365172,842609,550.0,1365171.0,842609,670.0
388328,1365174,842608,30.0,1365173.0,842608,56.0
388331,1365174,842609,405.0,1365173.0,842609,667.0
388332,1365176,842608,1.6,1365175.0,842608,6.3
388335,1365176,842609,7.2,1365175.0,842609,20.0
388336,1365178,842608,0.83,1365177.0,842608,38.0
388339,1365178,842609,84.0,1365177.0,842609,305.0
388340,1365411,842608,23.0,1365177.0,842608,38.0
388343,1365411,842609,5000.0,1365177.0,842609,305.0
388344,1365180,842608,18.0,1365179.0,842608,43.0
388347,1365180,842609,257.0,1365179.0,842609,1056.0
388348,1365362,840644,2.5,1365346.0,840644,22.0
388352,1365362,840645,6.4,1365346.0,840645,26.2
388354,1365363,840644,1.3,1365346.0,840644,22.0
388358,1365363,840645,14.1,1365346.0,840645,26.2
388360,1365486,840368,0.25,1365480.0,840368,0.5
388363,1365486,840369,0.25,1365480.0,840369,0.5
388364,1365605,840239,42.1,1365603.0,840239,96.4
388367,1365605,840240,63.0,1365603.0,840240,78.2
388368,1365610,840239,62.7,1365608.0,840239,63.2
388371,1365610,840240,45.4,1365608.0,840240,20.0
388372,1365634,840264,3530.0,1365633.0,840264,5530.0
388375,1365634,840265,7.01,1365633.0,840265,11.3
388376,1365640,840264,9200.0,1365633.0,840264,5530.0
388379,1365640,840265,8.61,1365633.0,840265,11.3
388380,1365646,840264,10000.0,1365633.0,840264,5530.0
388383,1365646,840265,10.4,1365633.0,840265,11.3
388384,1365650,840264,7200.0,1365633.0,840264,5530.0
388387,1365650,840265,29.4,1365633.0,840265,11.3
388388,1365651,840264,3580.0,1365633.0,840264,5530.0
388391,1365651,840265,7.43,1365633.0,840265,11.3
388392,1365652,840264,3820.0,1365633.0,840264,5530.0
388395,1365652,840265,8.92,1365633.0,840265,11.3
388396,1365894,840264,10000.0,1365891.0,840264,8820.0
388399,1365894,840265,21.2,1365891.0,840265,24.5
388400,1365973,840937,13.2,1365970.0,840937,21.1
388403,1365973,840938,1.61,1365970.0,840938,5.78
388404,1365979,840937,8.22,1365970.0,840937,21.1
388407,1365979,840938,0.825,1365970.0,840938,5.78
388408,1365983,840935,50.1,1365980.0,840935,66.2
388411,1365983,840936,22.3,1365980.0,840936,23.4
388413,1366270,839550,79.5,1366266.0,839550,42.7
388417,1366270,839551,18.25,1366266.0,839551,14.01
388421,1366270,839553,15.18,1366266.0,839553,15.15
388422,1366271,839550,4.5,1366266.0,839550,42.7
388426,1366271,839551,35.16,1366266.0,839551,14.01
388430,1366271,839553,42.0,1366266.0,839553,15.15
388431,1366272,839550,25.8,1366266.0,839550,42.7
388435,1366272,839551,15.06,1366266.0,839551,14.01
388439,1366272,839553,16.54,1366266.0,839553,15.15
388464,1366862,840312,9.0,1366854.0,840312,20.0
388465,1366863,840312,50.0,1366855.0,840312,30.0
388466,1366864,840312,400.0,1366856.0,840312,300.0
388467,1366865,840312,240.0,1366857.0,840312,300.0
388488,1367277,842662,0.577,1367278.0,842662,1.607
388494,1367277,842663,14.176,1367278.0,842663,13.636
388500,1367277,842664,0.459,1367278.0,842664,0.431
388506,1367277,842665,0.966,1367278.0,842665,0.528
388512,1367277,842666,4.589,1367278.0,842666,13.636
388513,1367660,842666,11.442,1367658.0,842666,10.902
388519,1367660,842662,11.442,1367658.0,842662,10.421
388525,1367660,842663,8.359,1367658.0,842663,4.747
388531,1367660,842664,11.442,1367658.0,842664,10.902
388537,1367660,842665,11.442,1367658.0,842665,10.902
388538,1367938,49555,17.0,1368178.0,49555,21.0
388542,1367938,49420,100.0,1368178.0,49420,28.0
388551,1368056,49425,45.0,1248390.0,49425,71.0
388555,1368056,75463,11.0,1248390.0,75463,38.0
